trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
196,False,"{'a': 0.3881423396902418, 'e': 0.18814233969024183}",20,14,10.987628755600618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.38755594926359166, 'e': 0.18755594926359165}",20,16,7.5493741353804165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.38697251295741153, 'e': 0.18697251295741152}",20,12,11.79230007590275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.3863920011562716, 'e': 0.1863920011562716}",25,14,17.088017764877325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.38581438468786955, 'e': 0.18581438468786957}",20,10,13.874054925747608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.3852396348142336, 'e': 0.18523963481423358}",20,16,6.674268550967304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.38466772322314313, 'e': 0.18466772322314315}",20,9,19.477580720468254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.3840986220197603, 'e': 0.18409862201976027}",20,16,6.498240389195141,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.3835323037184655, 'e': 0.18353230371846543}",25,12,22.083364400805333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.3829687412348924, 'e': 0.18296874123489237}",30,6,34.45942861814292,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.38240790787815526, 'e': 0.18240790787815522}",20,3,30.6216232117944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.38184977734326353, 'e': 0.18184977734326352}",20,14,12.432421792989615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.3812943237037189, 'e': 0.1812943237037189}",20,12,14.448790343506356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.3807415214042882, 'e': 0.18074152140428815}",25,15,19.679108862112518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.3801913452539486, 'e': 0.18019134525394861}",25,11,24.012619689987684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.37964377041899966, 'e': 0.17964377041899962}",30,19,14.537860063960528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.3790987724163366, 'e': 0.1790987724163366}",30,21,17.60799423192978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.3785563271068824, 'e': 0.1785563271068824}",20,13,16.72604980499562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3780164106891719, 'e': 0.1780164106891719}",35,26,17.74916129197407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.37747899969308507, 'e': 0.1774789996930851}",30,24,13.097663112385938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.3769440709737254, 'e': 0.17694407097372541}",25,14,19.589151095158055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.3764116017054387, 'e': 0.17641160170543868}",20,15,11.37024775278871,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.37588156937596845, 'e': 0.17588156937596844}",30,12,30.9985127815521,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.37535395178074504, 'e': 0.175353951780745}",30,17,26.244848819271166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3748287270173038, 'e': 0.1748287270173038}",25,0,37.888583480186774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.3743058734798297, 'e': 0.17430587347982968}",25,19,12.23528312157482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.37378536985382377, 'e': 0.17378536985382376}",20,0,36.804663318191295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.3732671951108899, 'e': 0.17326719511088987}",25,6,32.07614733306095,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.3727513285036366, 'e': 0.17275132850363661}",25,10,22.80368294054621,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.372237749560693, 'e': 0.17223774956069302}",25,18,12.041178293914358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3717264380818339, 'e': 0.17172643808183388}",20,9,21.1976748059054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3712173741332123, 'e': 0.1712173741332123}",25,0,39.53792121833139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.37071053804269655, 'e': 0.17071053804269654}",25,19,9.656117742361781,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3702059103953086, 'e': 0.17020591039530855}",20,16,7.4237714969400095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.3697034720287615, 'e': 0.16970347202876152}",20,13,12.07254803115406,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.36920320402909346, 'e': 0.16920320402909342}",20,10,16.321557120009945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.36870508772639493, 'e': 0.16870508772639492}",20,5,26.839958331688525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.36820910469062856, 'e': 0.16820910469062855}",20,14,9.254238471047472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.367715236727537, 'e': 0.16771523672753696}",20,13,12.548651833652364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3672234658746382, 'e': 0.1672234658746382}",20,10,18.959199223574984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.3667337743973056, 'e': 0.16673377439730558}",25,16,19.628891586869386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.3662461447849301, 'e': 0.1662461447849301}",25,19,11.28592126199551,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.36576055974716326, 'e': 0.16576055974716322}",25,7,31.502555890674866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.3652770022102384, 'e': 0.16527700221023836}",20,10,14.059983975947146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.36479545531336843, 'e': 0.1647954553133684}",20,16,8.320353952887753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3643159024052183, 'e': 0.16431590240521826}",25,20,9.587280135171634,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.36383832704045005, 'e': 0.16383832704045004}",20,16,6.899115876795607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3633627129763388, 'e': 0.16336271297633878}",20,9,17.66635007208994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.362889044169458, 'e': 0.16288904416945796}",25,19,9.323525465968705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.3624173047724322, 'e': 0.1624173047724322}",20,14,10.587725838512728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.36194747913075576, 'e': 0.16194747913075577}",25,8,27.815213371924116,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3614795517796756, 'e': 0.16147955177967563}",25,7,30.12289092693129,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.36101350744113697, 'e': 0.16101350744113696}",20,6,22.835909182675103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.36054933102078995, 'e': 0.16054933102078994}",25,16,14.14519075958721,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.36008700760505646, 'e': 0.16008700760505645}",30,17,21.72491339099531,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.3596265224582549, 'e': 0.15962652245825487}",20,2,28.104731612589465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.3591678610197819, 'e': 0.15916786101978186}",25,10,21.51626842335534,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3587110089013499, 'e': 0.15871100890134984}",35,18,28.619632278069297,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.3582559518842786, 'e': 0.1582559518842786}",25,7,35.138889244678516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3578026759168401, 'e': 0.1578026759168401}",20,16,7.92516266945226,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.3573511671116548, 'e': 0.15735116711165478}",20,14,12.589111312285718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.3569014117431386, 'e': 0.1569014117431386}",35,22,25.57281714350755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.3564533962449995, 'e': 0.1564533962449995}",20,12,18.855515112183017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.3560071072077819, 'e': 0.15600710720778188}",25,16,14.274859056598771,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.35556253137645843, 'e': 0.1555625313764584}",20,0,31.354319351881674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.3551196556480679, 'e': 0.15511965564806787}",25,15,16.03911034729624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.3546784670693979, 'e': 0.1546784670693979}",20,8,17.112505207895136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.35423895283471174, 'e': 0.1542389528347117}",25,16,13.769973369221226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.3538011002835179, 'e': 0.1538011002835179}",30,20,17.22676661025519,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.35336489689838213, 'e': 0.15336489689838212}",20,13,11.53592206600724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3529303303027799, 'e': 0.15293033030277992}",25,17,15.364517200902778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.35249738825898963, 'e': 0.15249738825898962}",20,10,15.772793232551976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3520660586660246, 'e': 0.15206605866602455}",20,3,29.42956323582852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3516363295576034, 'e': 0.1516363295576034}",20,7,24.850443267639307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3512081891001585, 'e': 0.15120818910015849}",25,18,12.762165906688217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.35078162559088033, 'e': 0.15078162559088035}",20,8,18.529053112294154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.35035662745579843, 'e': 0.1503566274557984}",20,4,26.647199699803966,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.3499331832478966, 'e': 0.14993318324789656}",20,13,15.67786601740598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.34951128164526335, 'e': 0.1495112816452633}",25,10,20.179588687374398,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3490909114492753, 'e': 0.1490909114492753}",25,18,14.214222579269773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.3486720615828137, 'e': 0.14867206158281374}",25,13,17.78862913136136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.348254721088513, 'e': 0.148254721088513}",20,7,22.747631258932472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.3478388791270407, 'e': 0.1478388791270407}",25,18,10.874246679697643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.34742452497540827, 'e': 0.14742452497540826}",25,19,12.134710437809995,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.3470116480253121, 'e': 0.14701164802531208}",30,17,25.201930842232425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.34660023778150373, 'e': 0.14660023778150374}",20,0,28.171014457230143,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.3461902838601893, 'e': 0.14619028386018929}",30,23,9.94410514747144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.34578177598745663, 'e': 0.14578177598745665}",20,0,25.094838538239568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.3453747039977306, 'e': 0.14537470399773064}",25,15,18.34725625660178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.34496905783225523, 'e': 0.14496905783225522}",20,13,15.117150406208024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3445648275376021, 'e': 0.14456482753760208}",20,13,17.11398887487084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.34416200326420515, 'e': 0.14416200326420514}",25,15,15.554332176150963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.34376057526492065, 'e': 0.14376057526492061}",20,14,11.260742037778748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.34336053389361176, 'e': 0.14336053389361172}",20,7,22.956667626288553,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.3429618696037581, 'e': 0.1429618696037581}",20,14,10.119540597424642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.34256457294708853, 'e': 0.1425645729470885}",25,7,28.372954315204513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.34216863457223756, 'e': 0.14216863457223752}",25,17,15.130089749321193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.34177404522342475, 'e': 0.14177404522342474}",25,17,14.050547177591028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.3413807957391566, 'e': 0.14138079573915657}",25,16,19.01092328594736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.34098887705094977, 'e': 0.14098887705094976}",25,13,18.936031879906768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3405982801820767, 'e': 0.14059828018207673}",25,3,33.1040168882614,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.340208996246332, 'e': 0.14020899624633198}",20,6,26.307732203461118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.33982101644681884, 'e': 0.1398210164468188}",25,6,29.981935003599425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3394343320747567, 'e': 0.13943433207475672}",25,9,31.12253582142062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3390489345083085, 'e': 0.13904893450830846}",20,10,12.74667831418218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.3386648152114265, 'e': 0.13866481521142648}",20,9,13.73077142599599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.3382819657327186, 'e': 0.13828196573271864}",20,11,13.083483443393153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.33790037770433234, 'e': 0.1379003777043323}",25,20,9.426880581780267,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.3375200428408571, 'e': 0.1375200428408571}",25,20,10.127664751111066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3371409529382453, 'e': 0.13714095293824533}",20,12,13.209674339896807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.33676309987275027, 'e': 0.13676309987275026}",20,12,14.9005000791607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.33638647559988155, 'e': 0.1363864755998815}",30,22,18.315431672710897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.33601107215337744, 'e': 0.13601107215337743}",20,12,16.884602426670593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.3356368816441939, 'e': 0.13563688164419394}",35,21,25.881317228280977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.33526389625951003, 'e': 0.13526389625951}",25,7,30.359395419098178,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.33489210826174864, 'e': 0.1348921082617486}",20,7,26.794803666228983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.33452150998761376, 'e': 0.13452150998761375}",20,14,12.667121832880007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.33415209384714273, 'e': 0.1341520938471427}",25,13,16.26857325297256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.3337838523227732, 'e': 0.1337838523227732}",25,16,17.65634010802382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.33341677796842567, 'e': 0.13341677796842566}",20,10,19.35122185183197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.33305086340859963, 'e': 0.13305086340859962}",20,0,33.10450075475684,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.33268610133748466, 'e': 0.13268610133748462}",30,19,23.1337582929049,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.332322484518085, 'e': 0.132322484518085}",30,12,28.452352083702884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.3319600057813584, 'e': 0.13196000578135839}",20,16,7.661777538472309,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.3315986580253675, 'e': 0.13159865802536744}",20,16,7.397340237555216,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.3312384342144451, 'e': 0.1312384342144451}",20,0,28.331198281122557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.33087932737837256, 'e': 0.13087932737837257}",20,12,16.002760922270323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3305213306115701, 'e': 0.13052133061157006}",20,10,19.835832689138694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.33016443707230014, 'e': 0.13016443707230013}",20,6,20.88354632339597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.3298086399818829, 'e': 0.12980863998188294}",25,15,17.426376169344334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.32945393262392375, 'e': 0.1294539326239237}",25,15,18.286472121602404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.32910030834355225, 'e': 0.12910030834355224}",30,13,29.401818246232306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.32874776054667354, 'e': 0.1287477605466735}",25,17,14.769754269848503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.32839628269923005, 'e': 0.12839628269923}",20,9,19.195195115084072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.328045868326475, 'e': 0.128045868326475}",25,18,9.932975074834571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.32769651101225705, 'e': 0.127696511012257}",25,13,19.663417699948713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.3273482043983147, 'e': 0.12734820439831468}",25,16,13.501437900465053,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.32700094218358283, 'e': 0.12700094218358282}",30,20,19.422143813360158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.326654718123508, 'e': 0.12665471812350795}",25,15,20.36655726580925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.32630952602937496, 'e': 0.12630952602937495}",20,6,21.99388043780145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.32596535976764307, 'e': 0.12596535976764306}",20,9,19.84327717450347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.32562221325929214, 'e': 0.12562221325929213}",25,10,23.273564214746713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.3252800804791781, 'e': 0.1252800804791781}",20,6,23.86666707824353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.3249389554553987, 'e': 0.12493895545539867}",25,0,33.420317036640576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.3245988322686673, 'e': 0.12459883226866732}",20,13,12.773241358294548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.3242597050516974, 'e': 0.12425970505169735}",30,21,13.92188303516154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.32392156798859456, 'e': 0.12392156798859456}",25,20,8.159323897590227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.3235844153142587, 'e': 0.12358441531425866}",30,22,14.86880180952023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.3232482413137936, 'e': 0.1232482413137936}",20,10,19.88318104795867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.3229130403219263, 'e': 0.12291304032192628}",20,0,32.54180790617901,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.3225788067224337, 'e': 0.12257880672243372}",20,12,11.403565449147697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.3222455349475785, 'e': 0.12224553494757849}",20,12,18.063139082396756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.32191321947755214, 'e': 0.1219132194775521}",30,15,22.7891648356295,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.3215818548399266, 'e': 0.12158185483992656}",20,0,30.616198329119296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.3212514356091137, 'e': 0.12125143560911365}",20,14,10.225953901574949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.32092195640583177, 'e': 0.12092195640583178}",20,16,5.445704210380329,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.32059341189658075, 'e': 0.12059341189658071}",20,0,35.4874227030055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.32026579679312334, 'e': 0.12026579679312333}",25,13,22.64793477631152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.319939105851975, 'e': 0.11993910585197497}",25,12,25.157391156004334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.31961333387390006, 'e': 0.11961333387390004}",20,15,8.8943084286251,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.31928847570341523, 'e': 0.11928847570341522}",25,5,30.402520453927295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.3189645262283003, 'e': 0.11896452622830025}",20,10,16.926355160636792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.318641480379115, 'e': 0.118641480379115}",30,23,12.123964282081934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3183193331287235, 'e': 0.11831933312872348}",20,11,17.82244608722175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.3179980794918247, 'e': 0.11799807949182467}",25,18,11.036823627762072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.31767771452448923, 'e': 0.11767771452448925}",20,14,8.640781937629207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.3173582333237034, 'e': 0.1173582333237034}",20,2,29.72142740161929,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3170396310269185, 'e': 0.1170396310269185}",20,8,19.61433515457169,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.31672190281160684, 'e': 0.11672190281160684}",25,0,34.659998979425644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.31640504389482393, 'e': 0.11640504389482391}",25,13,18.758617824143712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3160890495327763, 'e': 0.11608904953277625}",30,23,13.4284514276092,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.3157739150203954, 'e': 0.11577391502039538}",20,11,16.21569482554548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.31545963569091734, 'e': 0.11545963569091733}",20,0,30.191427063360393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.31514620691546813, 'e': 0.11514620691546809}",25,15,18.869926096271143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
